name,full_name,tally,panel,ensembl,location,uniprot,tags,OMIM,panels,panel_names,disease_group,disease_sub_group,mode_of_inheritance,confidence_level,len,pLI,pRec,pNull,%modelled
PDYN,prodynorphin,4,,ENSG00000101327,(build: 38)20:1978757-1994285,P01213,,131340,20|285|474|477,Ataxia and cerebellar anomalies - narrow panel|Hereditary ataxia|Intellectual disability|Neurodegenerative disorders - adult onset,NA|Neurology and neurodevelopmental disorders,Motor Disorders of the CNS|NA|Neurodevelopmental disorders,Monoallelic,1|3|4,254,0.000256778,0.325251986,0.674491236,0.047244094
DCC,DCC netrin 1 receptor,11,,ENSG00000187323,(build: 38)18:52340172-53535903,P43146,,120470,112|285|286|309|469|471|477|478|484|53|539,Ataxia and cerebellar anomalies - narrow panel|Cardiomyopathies - including childhood onset|Cerebellar hypoplasia|DDG2P|Ehlers Danlos syndromes|Fetal anomalies|Intellectual disability|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Skeletal dysplasia,Metabolic disorders|NA|Neurology and neurodevelopmental disorders|Rheumatological disorders|Skeletal disorders,Connective tissues disorders|Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders|Skeletal dysplasias,Biallelic|Both,1|2,1447,0.999998957,1.04E-06,3.96E-20,0.458189357
FRMD4A,FERM domain containing 4A,2,,ENSG00000151474,(build: 38)10:13643706-14462142,Q9P2Q2,,616305,286|477,Ataxia and cerebellar anomalies - narrow panel|Cerebellar hypoplasia,NA|Neurology and neurodevelopmental disorders,Motor Disorders of the CNS|NA,Biallelic,1,1039,0.999986541,1.35E-05,1.20E-14,0
SYT14,synaptotagmin 14,4,,ENSG00000143469,(build: 38)1:209938174-210171389,Q8NB59,,610949,20|285|474|477,Ataxia and cerebellar anomalies - narrow panel|Hereditary ataxia|Intellectual disability|Neurodegenerative disorders - adult onset,NA|Neurology and neurodevelopmental disorders,Motor Disorders of the CNS|NA|Neurodevelopmental disorders,Biallelic|NA,1,555,0.966548707,0.033439704,1.16E-05,0
COX15,"COX15, cytochrome c oxidase assembly homolog",11,,ENSG00000014919,(build: 38)10:99711844-99732100,Q7KZN9,,603646,112|180|285|302|402|469|471|478|484|537|539,Cardiomyopathies - including childhood onset|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Mitochondrial disorder with complex IV deficiency|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Structural basal ganglia disorders|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,2|3|4,410,2.16E-09,0.245340645,0.754659352,0
PDE10A,phosphodiesterase 10A,4,,ENSG00000112541,(build: 38)6:165327287-165986603,Q9Y233,,610652,180|478|484|540,Adult onset movement disorder|DDG2P|Fetal anomalies|Structural basal ganglia disorders,NA|Neurology and neurodevelopmental disorders,Motor Disorders of the CNS|NA,Biallelic|Monoallelic,2|3|4,779,0.998485351,0.001514649,2.41E-10,0.677792041
FOXP2,forkhead box P2,5,,ENSG00000128573,(build: 38)7:114086327-114693772,O15409,,605317,180|285|475|478|484,DDG2P|Dystonia - childhood onset|Fetal anomalies|Intellectual disability|Structural basal ganglia disorders,NA|Neurology and neurodevelopmental disorders,Motor Disorders of the CNS|NA|Neurodevelopmental disorders,Monoallelic,2|3|4,715,0.996178831,0.003821169,9.44E-11,0.128671329
NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,13,,ENSG00000125356,(build: 38)X:119871487-119876662,O15239,,300078,112|180|285|302|402|469|471|475|478|484|534|539|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|DDG2P|Dystonia - childhood onset|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Mitochondrial disorder with complex I deficiency|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Structural basal ganglia disorders|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Both|X-Linked,3|4,70,0.580718048,0.376059374,0.043222578,0.985714286
ETHE1,"ETHE1, persulfide dioxygenase",9,,ENSG00000105755,(build: 38)19:43506719-43527244,O95571,,608451,112|180|285|402|469|471|478|484|539,Cardiomyopathies - including childhood onset|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Structural basal ganglia disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders,Biallelic,3|4,254,0.016175186,0.884380272,0.099444542,0.917322835
PDHA1,pyruvate dehydrogenase E1 alpha 1 subunit,15,,ENSG00000131828,(build: 38)X:19343893-19361705,P08559,,300502,112|162|180|285|402|469|471|475|478|484|531|539,Cardiomyopathies - including childhood onset|DDG2P|Dystonia - childhood onset|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Pyruvate dehydrogenase (PDH) deficiency|Severe microcephaly|Structural basal ganglia disorders,Dysmorphic and congenital abnormality syndromes|Metabolic disorders|NA|Neurology and neurodevelopmental disorders,DNA repair disorders|Inherited Epilepsy Syndromes|Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders,X-Linked,3|4,390,0.992090139,0.007908215,1.65E-06,0.923076923
NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,8,,ENSG00000139180,(build: 38)12:4649095-4694317,Q16795,,603834,112|180|285|469|471|484|534|539,Cardiomyopathies - including childhood onset|DDG2P|Intellectual disability|Mitochondrial disorder with complex I deficiency|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Structural basal ganglia disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders,Biallelic|NA,1|4,377,0.542744184,0.457127359,0.000128457,0.891246684
SLC25A19,solute carrier family 25 member 19,15,,ENSG00000125454,(build: 38)17:75272981-75289510,Q9HC21,,606521,112|162|180|285|469|471|475|478|484|531|539|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|DDG2P|Dystonia - childhood onset|Fetal anomalies|Intellectual disability|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Pyruvate dehydrogenase (PDH) deficiency|Severe microcephaly|Structural basal ganglia disorders,Dysmorphic and congenital abnormality syndromes|Metabolic disorders|NA|Neurology and neurodevelopmental disorders,DNA repair disorders|Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders,Biallelic,1|2|3|4,320,0.929610776,0.070022684,0.00036654,0
NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3,9,,ENSG00000213619,(build: 38)11:47565336-47584562,O75489,,603846,112|180|285|467|469|471|534|539|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|Inborn errors of metabolism|Intellectual disability|Mitochondrial disorder with complex I deficiency|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Structural basal ganglia disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders,Biallelic,1|3|4,264,0.047137034,0.928741937,0.024121029,0.784090909
DCAF10,DDB1 and CUL4 associated factor 10,3,,ENSG00000122741,(build: 38)9:37800502-37867666,Q5QP82,,,180|475|540,Adult onset movement disorder|Dystonia - childhood onset|Structural basal ganglia disorders,NA|Neurology and neurodevelopmental disorders,Motor Disorders of the CNS|NA,Biallelic,1,559,0.967142661,0.032855095,2.24E-06,0
HIBCH,3-hydroxyisobutyryl-CoA hydrolase,10,,ENSG00000198130,(build: 38)2:190189735-190344193,Q6NVY1,,610690,112|180|285|469|471|478|484|531|539|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|DDG2P|Fetal anomalies|Intellectual disability|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Pyruvate dehydrogenase (PDH) deficiency|Structural basal ganglia disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders,Biallelic,3|4,386,4.18E-08,0.575949269,0.424050689,0.917098446
NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,19,,ENSG00000130414,(build: 38)2:239892450-240025402,O95299,,603835,112|180|285|302|402|469|471|478|484|534|539|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|DDG2P|Fetal anomalies|Genetic epilepsy syndromes|Intellectual disability|Mitochondrial disorder with complex I deficiency|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Structural basal ganglia disorders|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Inherited Epilepsy Syndromes|Mitochondrial|Motor Disorders of the CNS|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,1|2|3|4,355,0.00138794,0.964065844,0.034546216,0.898591549
NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,10,,ENSG00000156170,(build: 38)8:94895767-95116455,Q330K2,,612392,112|180|467|469|471|475|534|539|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|Dystonia - childhood onset|Inborn errors of metabolism|Mitochondrial disorder with complex I deficiency|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Structural basal ganglia disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Mitochondrial|Motor Disorders of the CNS|NA,Biallelic,3|4,333,2.91E-05,0.781523317,0.218447621,0
PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1,11,,ENSG00000164951,(build: 38)8:93857807-93926066,Q9P0J1,,605993,112|180|469|471|475|531|539|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|Dystonia - childhood onset|Mitochondrial disorders|Molecular autopsy|Possible mitochondrial disorder - nuclear genes|Pyruvate dehydrogenase (PDH) deficiency|Structural basal ganglia disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Mitochondrial|Motor Disorders of the CNS|NA,Biallelic,3|4,537,0.340047358,0.656947623,0.003005019,0
DSG3,desmoglein 3,1,,ENSG00000134757,(build: 38)18:31447795-31478702,P32926,,169615,554,Epidermolysis bullosa and congenital skin fragility,NA,NA,NA,1,999,3.36E-13,0.449145959,0.550854041,0.548548549
GNA11,G protein subunit alpha 11,6,,ENSG00000088256,(build: 38)19:3094410-3124004,P29992,,139313,149|292|312|478|484|563,DDG2P|Familial hypoparathyroidism|Fetal anomalies|Nephrocalcinosis or nephrolithiasis|Renal tubulopathies|Vascular skin disorders,Endocrine disorders|NA|Renal and urinary tract disorders,Disorders of calcium homeostasis|Disorders of function|NA,Monoallelic|NA,1|2|3|4,359,0.966183014,0.033758338,5.86E-05,0
TBX1,T-box 1,5,,ENSG00000184058,(build: 38)22:19756703-19783593,O43435,,602054,126|285|312|478|484,DDG2P|Familial hypoparathyroidism|Fetal anomalies|Hearing loss|Intellectual disability,Endocrine disorders|Hearing and ear disorders|NA|Neurology and neurodevelopmental disorders,Disorders of calcium homeostasis|NA|Neurodevelopmental disorders|Non-syndromic hearing loss,Monoallelic|NA,1|2|4,398,0.983396788,0.016593076,1.01E-05,0.472361809
PTH,parathyroid hormone,3,,ENSG00000152266,(build: 38)11:13492055-13496181,Q86Y79,,168450,312|478|484,DDG2P|Familial hypoparathyroidism|Fetal anomalies,Endocrine disorders|NA,Disorders of calcium homeostasis|NA,Biallelic|Both,2|3,,,,,0
NUP62,nucleoporin 62,18,,ENSG00000213024,(build: 38)19:49906825-49929763,P37198,,605815,285|467|469|471|475|478|484|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|DDG2P|Dystonia - childhood onset|Fetal anomalies|Inborn errors of metabolism|Intellectual disability|Molecular autopsy,NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders,Biallelic,1|2,522,0.804394184,0.190444309,0.005161507,0.998084291
NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,9,,ENSG00000184752,(build: 38)12:94897055-95003770,Q9UI09,,614530,112|285|469|471|474|475|534|539|540,Adult onset movement disorder|Cardiomyopathies - including childhood onset|Dystonia - childhood onset|Intellectual disability|Mitochondrial disorder with complex I deficiency|Mitochondrial disorders|Molecular autopsy|Neurodegenerative disorders - adult onset|Possible mitochondrial disorder - nuclear genes,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Mitochondrial|NA|Neurodevelopmental disorders,Biallelic|NA,1|4,145,0.002015993,0.739345908,0.2586381,0.979310345
UROS,uroporphyrinogen III synthase,8,,ENSG00000188690,(build: 38)10:125784980-125823248,P10746,,606938,159|285|302|469|471|478|484|513,Cardiomyopathies - including childhood onset|Cytopaenias and congenital anaemias|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy|Non-acute porphyrias|Undiagnosed metabolic disorders,Haematological disorders|Metabolic disorders|NA|Neurology and neurodevelopmental disorders,Anaemias and red cell disorders|NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,2|3|4,265,0.012274951,0.951947542,0.035777507,0.996226415
PPOX,protoporphyrinogen oxidase,7,,ENSG00000143224,(build: 38)1:161166410-161178013,O43612,,600923,285|302|467|469|471|513|539,Cardiomyopathies - including childhood onset|Inborn errors of metabolism|Intellectual disability|Molecular autopsy|Non-acute porphyrias|Possible mitochondrial disorder - nuclear genes|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Both|Monoallelic|NA,1|3|4,,,,,0.526717557
UROD,uroporphyrinogen decarboxylase,3,,ENSG00000126088,(build: 38)1:45012147-45015575,P06132,,613521,469|471|513,Cardiomyopathies - including childhood onset|Molecular autopsy|Non-acute porphyrias,NA,NA,Monoallelic,4,367,0.00014221,0.962723259,0.037134531,0.997275204
ALAD,aminolevulinate dehydratase,14,,ENSG00000148218,(build: 38)9:113386317-113401333,P13716,,125270,285|302|469|471|478|484|513,Cardiomyopathies - including childhood onset|DDG2P|Fetal anomalies|Intellectual disability|Molecular autopsy|Non-acute porphyrias|Undiagnosed metabolic disorders,Metabolic disorders|NA|Neurology and neurodevelopmental disorders,NA|Neurodevelopmental disorders|Specific metabolic abnormalities,Biallelic,2|3|4,330,0.06295026,0.933785175,0.003264564,0.996969697
CPOX,coproporphyrinogen oxidase,3,,ENSG00000080819,(build: 38)3:98521132-98593723,P36551,,612732,469|471|513,Cardiomyopathies - including childhood onset|Molecular autopsy|Non-acute porphyrias,NA,NA,Both,4,454,0.023227347,0.962079525,0.014693128,0.755506608
NEK8,NIMA related kinase 8,12,,ENSG00000160602,(build: 38)17:28725897-28743455,Q8TD19,,609799,122|156|178|209|234|283|309|478|484|493|548,CAKUT|Cystic kidney disease|DDG2P|Ductal plate malformation|End-stage renal disease - childhood onset|Fetal anomalies|Primary ciliary disorders|Renal and urinary tract disorders|Skeletal dysplasia|Thoracic dystrophies|Tubulointerstitial kidney disease,Ciliopathies|NA|Renal and urinary tract disorders|Skeletal disorders,Disorders of function|NA|Respiratory ciliopathies|Skeletal dysplasias|Structural renal and urinary tract disease,Biallelic|Both|NA,0|1|2,,,,,0.010214505
GDF1,growth differentiation factor 1,9,,ENSG00000130283,(build: 38)19:18868545-18896096,P27539,,602880,122|150|178|212|309|484|549,DDG2P|Familial non syndromic congenital heart disease|Laterality disorders and isomerism|Primary ciliary disorders|Rare multisystem ciliopathy disorders|Skeletal dysplasia|Thoracic dystrophies,Cardiovascular disorders|Ciliopathies|NA|Skeletal disorders,Congenital heart disease|Congenital malformations caused by ciliopathies|NA|Respiratory ciliopathies|Skeletal dysplasias,Monoallelic|NA,1|3|4,372,0.544923744,0.400027864,0.055048392,0
